주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
258-1-000028,둔내미니스톱 앞,공영,노상,,강원도 횡성군 둔내면 둔방내리 107-1,3,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 횡성군청,033-340-2243,37.51276341,128.2140699,2022-02-18,4260000,강원도 횡성군
258-1-000029,둔내막국수~일품식당,공영,노상,,강원도 횡성군 둔내면 둔방내리 107-5,4,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 횡성군청,033-340-2243,37.51254719,128.2140467,2022-02-18,4260000,강원도 횡성군
258-1-000030,태기산막국수~세븐일레븐(둔내점),공영,노상,,강원도 횡성군 둔내면 자포곡리 415-2,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 횡성군청,033-340-2243,37.51153859,128.2186024,2022-02-18,4260000,강원도 횡성군
183-2-000024,인동물류센터주변공영주차장,공영,노외,대전광역시 동구 충무로 190-24,대전광역시 동구 인동 44-2,10,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32028226,127.4374648,2022-03-04,3640000,대전광역시 동구
183-2-000027,중앙시장 공영주차빌딩 주차장(제1주차장),공영,노외,대전광역시 동구 중앙로 200번길 70,대전광역시 동구 원동 85-1,400,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,유료,15,400,15,300,,,,카드,,대전광역시 동구청,042-251-4904,36.32741824,127.4327468,2022-03-04,3640000,대전광역시 동구
183-2-000030,판암주공5·6단지주변공영주차장,공영,노외,,대전광역시 동구 판암동 237-2,13,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32316128,127.4603154,2022-03-04,3640000,대전광역시 동구
183-2-000031,도심형산업지원플랫폼주차장,공영,노외,,대전광역시 동구 중동 10-16,194,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33244062,127.4290461,2022-03-04,3640000,대전광역시 동구
183-2-000033,신안동 320~신흥초 하상주차장,공영,노외,,대전광역시 동구 대동 248-1,57,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33002999,127.4406617,2022-03-04,3640000,대전광역시 동구
183-2-000035,가제교~신안동 320 하상주차장,공영,노외,,대전광역시 동구 소제동 299-453,275,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.3342683,127.4389258,2022-03-04,3640000,대전광역시 동구
259-1-000142,주천교 앞 노상주차장,공영,노상,강원도 영월군 주천면 주천로 41,강원도 영월군 주천면 신일리 1637,21,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,37.2675348,128.2653126,2022-06-15,4270000,강원도 영월군
259-1-000143,쌍용복지타운 앞 노상,공영,노상,,강원도 영월군 한반도면 쌍용리 696-6,40,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,37.18390627,128.3311385,2022-06-15,4270000,강원도 영월군
259-2-000018,부자상회 - 영모전간,공영,노외,,강원도 영월군 영월읍 영흥리 1033-10,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,,,2022-06-15,4270000,강원도 영월군
259-2-000019,부자상회 - 영모전간,공영,노외,,강원도 영월군 영월읍 영흥리 1033-81,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,37.18740748,128.4710739,2022-06-15,4270000,강원도 영월군
259-2-000020,부자상회 - 영모전간,공영,노외,,강원도 영월군 영월읍 영흥리 1013-18,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,,,2022-06-15,4270000,강원도 영월군
259-2-000021,수정빌라 옆,공영,노외,강원도 영월군 영월읍 단종로 95,강원도 영월군 영월읍 영흥리 1053-3,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,37.19072194,128.4632057,2022-06-15,4270000,강원도 영월군
259-2-000022,덕포보건지소 주차장,공영,노외,,강원도 영월군 영월읍 덕포리 574-66,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,강원도 영월군청,,,,2022-06-15,4270000,강원도 영월군
398-2-000051,가야 황산주차장,공영,노외,,경상남도 합천군 가야면 황산리 504-9,53,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.7751706,128.1263679,2022-02-15,5480000,경상남도 합천군
398-2-000052,가야 산정갤러리 앞 주차장,공영,노외,,경상남도 합천군 가야면 구원리 52-2,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.7796124,128.1281115,2022-02-15,5480000,경상남도 합천군
398-2-000053,초계공영주차장1,공영,노외,,경상남도 합천군 초계면 초계리 223-7,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5592629,128.2630422,2022-02-15,5480000,경상남도 합천군
398-2-000054,초계공영주차장2,공영,노외,,경상남도 합천군 초계면 초계리 206,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5589468,128.263339,2022-02-15,5480000,경상남도 합천군
398-2-000055,초계공영주차장3,공영,노외,,경상남도 합천군 초계면 초계리 166,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5588199,128.2636475,2022-02-15,5480000,경상남도 합천군
398-2-000056,초계공영주차장4,공영,노외,,경상남도 합천군 초계면 초계리 63-2,27,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5601842,128.2663214,2022-02-15,5480000,경상남도 합천군
398-2-000057,주차광장_초계공영주차장5,공영,노외,,경상남도 합천군 초계면 아막리 115-2,40,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5619996,128.2687102,2022-02-15,5480000,경상남도 합천군
398-2-000058,초계면 중리 공영주차장,공영,노외,,경상남도 합천군 초계면 중리 110,30,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5602246,128.2559635,2022-02-15,5480000,경상남도 합천군
398-2-000029,2청사 주변 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 799-2,46,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5659645,128.157082,2022-02-15,5480000,경상남도 합천군
398-2-000030,보건소 맞은편,공영,노외,,경상남도 합천군 합천읍 합천리 1224,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5676238,128.1565116,2022-02-15,5480000,경상남도 합천군
398-2-000031,합천시장 배수장 주차장,공영,노외,,경상남도 합천군 합천읍 합천리 1364-17,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5694763,128.1597918,2022-02-15,5480000,경상남도 합천군
398-2-000032,합천읍 교동 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 262-1,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5636032,128.1636411,2022-02-15,5480000,경상남도 합천군
398-2-000033,합천읍 강양향교주변 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 691-14,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5629576,128.1610805,2022-02-15,5480000,경상남도 합천군
398-2-000034,합천읍 정대동(녹수탕 옆)공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 706-6,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5646356,128.1600469,2022-02-15,5480000,경상남도 합천군
398-2-000035,합천축협 뒤 공영주차장(구 농산물품질관리원),공영,노외,,경상남도 합천군 합천읍 합천리 677-3,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5653721,128.1619679,2022-02-15,5480000,경상남도 합천군
398-2-000036,농업기술센터옆 주차장(SK주유소 맞은편),공영,노외,,경상남도 합천군 합천읍 합천리 875-2,38,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5627875,128.1601977,2022-02-15,5480000,경상남도 합천군
398-2-000037,중앙식육식당 옆,공영,노외,,경상남도 합천군 합천읍 합천리 653-3,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5677801,128.161024,2022-02-15,5480000,경상남도 합천군
398-2-000038,선거관리위원회 앞 주차장,공영,노외,,경상남도 합천군 합천읍 합천리 817-3,28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.564539,128.1580941,2022-02-15,5480000,경상남도 합천군
398-2-000039,옥산동 마을회관 앞 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 1577,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.571499,128.1637785,2022-02-15,5480000,경상남도 합천군
398-2-000040,합천터미널 앞 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 397-4,47,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5674061,128.1642887,2022-02-15,5480000,경상남도 합천군
398-2-000041,합천군 산림조합 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 410-1,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5676525,128.1620497,2022-02-15,5480000,경상남도 합천군
398-2-000042,합천초등학교 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 267-2,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5643593,128.1643818,2022-02-15,5480000,경상남도 합천군
398-2-000043,정대동 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 705-5,34,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5649604,128.1598159,2022-02-15,5480000,경상남도 합천군
398-2-000044,정대2동 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 881-5,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5627585,128.1616979,2022-02-15,5480000,경상남도 합천군
398-2-000045,대창창고 앞 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 952-1,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5630639,128.1556423,2022-02-15,5480000,경상남도 합천군
398-2-000046,합천등기소 뒤 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 394-7,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5669829,128.1639458,2022-02-15,5480000,경상남도 합천군
398-2-000047,합천 왕후시장 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 467-3,89,1,미시행,평일+토요일+공휴일,8:00,23:59,0:00,23:59,0:00,23:59,유료,30,500,30,500,,4000,40000,현금+카드,,경상남도 합천군청,055-930-3372,35.5681137,128.1609585,2022-02-15,5480000,경상남도 합천군
398-2-000048,합천읍 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 668-19,74,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.5663279,128.1617271,2022-02-15,5480000,경상남도 합천군
398-2-000049,주차광장_봉산소재지 주차장,공영,노외,,경상남도 합천군 봉산면 김봉리 352-8,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.6277762,128.0429472,2022-02-15,5480000,경상남도 합천군
398-2-000050,주차광장_봉산면 노인회 분회 인근 주차장,공영,노외,,경상남도 합천군 봉산면 김봉리 339-7,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상남도 합천군청,055-930-3372,35.6277134,128.042086,2022-02-15,5480000,경상남도 합천군
388-2-000029,덕계종합상설시장 주차장,공영,노외,,경상남도 양산시 덕계동 754-1,55,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.369792,129.147156,2022-04-07,5380000,경상남도 양산시
388-2-000030,서창시장 주차장,공영,노외,,경상남도 양산시 삼호동 642-2,50,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.416371,129.171054,2022-04-07,5380000,경상남도 양산시
388-2-000031,덕계동 공영주차장,공영,노외,,경상남도 양산시 덕계동 741,32,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.37209211,129.149848,2022-04-07,5380000,경상남도 양산시
388-2-000032,삼호동 제1공영주차장,공영,노외,,경상남도 양산시 삼호동 471,62,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.416869,129.174649,2022-04-07,5380000,경상남도 양산시
388-2-000033,삼호동 제2공영주차장,공영,노외,,경상남도 양산시 삼호동 567-25,34,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.41456428,129.1718978,2022-04-07,5380000,경상남도 양산시
388-2-000034,양산시립박물관주차장,공영,노외,경상남도 양산시 북정로 78,경상남도 양산시 북정동 678,78,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,양산시립박물관,055-392-3315,35.3584941,129.0490325,2022-04-07,5380000,경상남도 양산시
393-2-000012,미조 체육공원 주차장,공영,노외,,경상남도 남해군 미조면 송정리 1258-1,79,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.72714846,128.0264315,2022-03-29,5430000,경상남도 남해군
393-2-000013,송정솔바람해변 주차장,공영,노외,,경상남도 남해군 미조면 송정리 1130,120,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.7234311,128.0248128,2022-03-29,5430000,경상남도 남해군
393-2-000014,설리해수욕장 주차장,공영,노외,,경상남도 남해군 미조면 송정리 961-5,58,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.70472766,128.0265317,2022-03-29,5430000,경상남도 남해군
393-2-000015,물건항 주차장,공영,노외,경상남도 남해군 삼동면 동부대로1030번길 39,경상남도 남해군 삼동면 물건리 484,94,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.79419594,128.0508291,2022-03-29,5430000,경상남도 남해군
393-2-000016,물건 어부림 주차장,공영,노외,,경상남도 남해군 삼동면 물건리 479,57,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.79580002,128.0499545,2022-03-29,5430000,경상남도 남해군
393-2-000017,상주은모래비치 주차장,공영,노외,,경상남도 남해군 상주면 상주리 1227,350,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.72255623,127.9881147,2022-03-29,5430000,경상남도 남해군
393-2-000018,한려체육공원 주차장,공영,노외,,경상남도 남해군 상주면 상주리 1781-9,128,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.72331334,127.9811143,2022-03-29,5430000,경상남도 남해군
393-2-000019,노량주차장,공영,노외,,경상남도 남해군 설천면 노량리 410-36,157,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.93989504,127.8749647,2022-03-29,5430000,경상남도 남해군
393-2-000020,이동공설시장주차장,공영,노외,,경상남도 남해군 이동면 무림리 1802,29,2,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,24,0,,,,,,,,경상남도 남해군청,055-860-3455,34.79842859,127.9544864,2022-03-29,5430000,경상남도 남해군
372-1-000010,후포면사무소앞  공영주차장,공영,노상,경상북도 울진군 후포면 삼율로 7-20,,11,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.678614,129.4390912,2022-06-20,5250000,경상북도 울진군
372-2-000001,울진시장 공영주차장,공영,노외,경상북도 울진군 울진읍 읍내1길18,,151,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.99191817,129.4022802,2022-06-20,5250000,경상북도 울진군
372-2-000002,연호공원 공영주차장,공영,노외,경상북도 울진군 울진읍 연호로47,,119,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.994654,129.406559,2022-06-20,5250000,경상북도 울진군
372-2-000003,남대천변 공영주차장,공영,노외,경상북도 울진군 울진읍 향교로 24,경상북도 울진군 울진읍 읍내리 450,454,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.99290147,129.3991278,2022-06-20,5250000,경상북도 울진군
372-2-000004,구문화원 공영주차장,공영,노외,경상북도 울진군 울진읍 울진중앙로115-21,,43,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.992248,129.4000949,2022-06-20,5250000,경상북도 울진군
372-2-000005,2호관사앞  공영주차장,공영,노외,경상북도 울진군 울진읍 읍내10길19,,40,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.9971891,129.403005,2022-06-20,5250000,경상북도 울진군
372-2-000006,울진등기소 앞 공영주차장,공영,노외,경상북도 울진군 울진읍 월변2길 33,경상북도 울진군 울진읍 읍내리 406-2,100,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.989255,129.396614,2022-06-20,5250000,경상북도 울진군
372-2-000007,평해시장 공영주차장,공영,노외,경상북도 울진군 평해읍 평해로 64-18,,34,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.726347,129.442421,2022-06-20,5250000,경상북도 울진군
372-2-000008,북면사무소(광장) 공영주차장,공영,노외,경상북도 울진군 북면 부구3길12,,25,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.104865,129.3730882,2022-06-20,5250000,경상북도 울진군
372-2-000009,흥부시장 공영주차장,공영,노외,경상북도 울진군 북면 부구3길12,,42,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.104865,129.3730882,2022-06-20,5250000,경상북도 울진군
372-2-000010,부구천변  공영주차장,공영,노외,경상북도 울진군 북면 부구3길12,,20,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.104865,129.3730882,2022-06-20,5250000,경상북도 울진군
372-2-000011,나곡해수욕장 공영주차장,공영,노외,경상북도 울진군 북면 나실길24,,46,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.12588129,129.3708452,2022-06-20,5250000,경상북도 울진군
372-2-000012,망양해수욕장 공영주차장,공영,노외,경상북도 울진군 기성면 망양1길 7,,134,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.842865,129.4337481,2022-06-20,5250000,경상북도 울진군
372-2-000013,근남농협앞 공영주차장,공영,노외,경상북도 울진군 근남면 망양정로1177,,11,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.963937,129.3983354,2022-06-20,5250000,경상북도 울진군
372-2-000014,민물고기연구센터 공영주차장,공영,노외,경상북도 울진군 근남면 불영계곡로 3532,,80,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.966554,129.380989,2022-06-20,5250000,경상북도 울진군
372-2-000015,엑스포공원 공영주차장,공영,노외,,경상북도 울진군 근남면 수산리 346,42,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.96870242,129.401084,2022-06-20,5250000,경상북도 울진군
372-2-000016,성류굴 공영주차장,공영,노외,경상북도 울진군 근남면 성류굴로 225,,138,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.955937,129.379104,2022-06-20,5250000,경상북도 울진군
372-2-000017,성류굴종합운동장 공영주차장,공영,노외,경상북도 울진군 근남면 구산수곡길717,,563,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.958278,129.374835,2022-06-20,5250000,경상북도 울진군
372-2-000018,근남농협 왕피천변 공영주차장,공영,노외,경상북도 울진군 근남면 망양정로1177,,70,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.963937,129.3983354,2022-06-20,5250000,경상북도 울진군
372-2-000019,남사고유적지 공영주차장,공영,노외,경상북도 울진군 근남면 누금길14-13,,75,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.956548,129.359484,2022-06-20,5250000,경상북도 울진군
372-2-000020,구산해수욕장 공영주차장,공영,노외,경상북도 울진군 기성면 기성로 108,,152,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.75328435,129.4672159,2022-06-20,5250000,경상북도 울진군
372-2-000021,망양해수욕장 공영주차장,공영,노외,,경상북도 울진군 기성면 망양리 140-1,118,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.84338152,129.4330485,2022-06-20,5250000,경상북도 울진군
114-2-000002,한마음,공영,노외,,서울특별시 양천구 목동 914-5,426,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,5,150,5,150,,,70000,신용카드,,서울특별시 양천구청 주차관리과,02-2620-3736,37.530767,126.878046,2021-05-18,3140000,서울특별시 양천구
114-2-000001,신정교 주차장,공영,노외,,서울특별시 양천구 신정동 871-3,285,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,서울특별시 양천구청 공원녹지과,02-2620-3592,37.518377,126.877689,2021-05-18,3140000,서울특별시 양천구
350-2-000009,지곡동 공영주차장,공영,노외,,경상북도 포항시 남구 지곡동 964-5,20,2,미시행,토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,교통지원과,,,,2021-05-13,5020000,경상북도 포항시
350-2-000010,효자시장 공영주차장,공영,노외,경상북도 포항시 남구 효자동길 1번길 8,경상북도 포항시 남구 효자동 253-126,51,2,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,교통지원과,,36.007597,129.329475,2021-05-13,5020000,경상북도 포항시
282-2-000007,온달관광지 주차장,공영,노외,,충청북도 단양군 영춘면 하리 147,380,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,충청북도 단양군청,043-420-2498,37.06295564,128.4929221,2022-04-08,4480000,충청북도 단양군
